contest_id,index,name,rating,solved_count,tags
799,B,T-shirt buying,1400,4756,"data structures, implementation"
799,A,Carrot Cakes,1100,7806,"brute force, implementation"
798,E,Mike and code of a permutation,3000,192,"constructive algorithms, data structures, graphs, sortings"
798,D,Mike and distribution,2400,1298,"constructive algorithms, sortings"
798,C,Mike and gcd problem,1700,3962,"dp, greedy, number theory"
798,B,Mike and strings,1300,6213,"brute force, dp, strings"
798,A,Mike and palindrome,1000,12274,"brute force, constructive algorithms, strings"
797,F,Mice and Holes,2600,417,"data structures, dp, greedy, sortings"
797,E,Array Queries,2000,1684,"brute force, data structures, dp"
797,D,Broken BST,2100,1050,"data structures, dfs and similar"
797,C,Minimal string,1700,3389,"data structures, greedy, strings"
797,B,Odd sum,1400,5705,"dp, greedy, implementation"
797,A,k-Factorization,1100,5975,"implementation, math, number theory"
796,F,Sequence Recovery,2800,100,"bitmasks, data structures, greedy"
796,E,Exam Cheating,2400,398,"binary search, dp"
796,D,Police Stations,2100,2375,"constructive algorithms, dfs and similar, dp, graphs, shortest paths, trees"
796,C,Bank Hacking,1900,2345,"constructive algorithms, data structures, dp, trees"
796,B,Find The Bone,1300,6860,implementation
796,A,Buying A House,800,9553,"brute force, implementation"
794,G,Replace All,3400,125,"combinatorics, dp, math"
794,F,Leha and security system,2800,429,data structures
794,E,Choosing Carrot,2800,336,"games, math"
794,D,Labelling Cities,2400,588,"dfs and similar, graphs, hashing"
794,C,Naming Company,1800,2441,"games, greedy, sortings"
794,B,Cutting Carrot,1200,4574,"geometry, math"
794,A,Bank Robbery,800,5335,"brute force, implementation"
793,G,Oleg and chess,3400,123,"data structures, divide and conquer, flows, graph matchings"
793,F,Julia the snail,3000,169,"data structures, divide and conquer, dp"
793,E,Problem of offices,2900,156,"constructive algorithms, dfs and similar, dp, trees"
793,D,Presents in Bankopolis,2100,1065,"dp, graphs, shortest paths"
793,C,Mice problem,2300,986,"geometry, implementation, math, sortings"
793,B,Igor and his way to work,1600,2956,"dfs and similar, graphs, implementation, shortest paths"
793,A,Oleg and shares,900,4636,"implementation, math"
792,F,Mages and Monsters,3100,97,"data structures, geometry"
792,E,Colored Balls,2500,646,"greedy, math, number theory"
792,D,Paths in a Complete Binary Tree,1900,2041,"bitmasks, trees"
792,C,Divide by Three,2000,2423,"dp, greedy, math, number theory"
792,B,Counting-out Rhyme,1300,4354,implementation
792,A,New Bus Route,1100,6190,"implementation, sortings"
791,A,Bear and Big Brother,800,47223,implementation
789,B,Masha and geometric depression,1700,3861,"brute force, implementation, math"
789,A,Anastasia and pebbles,1100,7134,"implementation, math"
788,E,New task,2900,173,data structures
788,D,Finding lines,3000,156,"constructive algorithms, divide and conquer, interactive"
788,C,The Great Mixing,2300,1419,"dfs and similar, graphs, shortest paths"
788,B,Weird journey,2100,1686,"combinatorics, constructive algorithms, dfs and similar, dsu, graphs"
788,A,Functions again,1600,6496,"dp, two pointers"
787,B,Not Afraid,1300,4800,"greedy, implementation, math"
787,A,The Monster,1200,7728,"brute force, math, number theory"
786,E,ALT,3200,222,"data structures, flows, graphs, trees"
786,D,Rap God,3400,58,"data structures, dfs and similar, hashing, strings, trees"
786,C,Till I Collapse,2400,1149,"data structures, divide and conquer"
786,B,Legacy,2300,1779,"data structures, graphs, shortest paths"
786,A,Berzerk,2000,1655,"dfs and similar, dp, games"
785,E,Anton and Permutation,2200,997,"brute force, data structures"
785,D,Anton and School - 2,2300,1656,"combinatorics, dp, math, number theory"
785,C,Anton and Fairy Tale,1600,5531,"binary search, math"
785,B,Anton and Classes,1100,8148,"greedy, sortings"
785,A,Anton and Polyhedrons,800,30888,"implementation, strings"
784,G,BF Calculator,2000,615,*special
784,F,Crunching Numbers Just for You,1900,712,"*special, implementation"
784,E,Twisted Circuit,2000,1519,"*special, brute force, implementation"
784,D,Touchy-Feely Palindromes,1900,283,"*special, implementation"
784,C,INTERCALC,1800,490,"*special, implementation"
784,B,Kids' Riddle,2000,585,*special
784,A,Numbers Joke,1700,2523,*special
780,H,Intranet of Buses,3100,82,"binary search, geometry, implementation, two pointers"
780,G,Andryusha and Nervous Barriers,2700,316,"data structures, dp"
780,F,Axel and Marston in Bitland,2400,698,"bitmasks, dp, graphs, matrices"
780,E,Underground Lab,2100,1641,"constructive algorithms, dfs and similar, graphs"
780,D,Innokenty and a Football League,1900,2370,"2-sat, graphs, greedy, implementation, shortest paths, strings"
780,C,Andryusha and Colored Balloons,1600,6034,"dfs and similar, graphs, greedy, trees"
780,B,The Meeting Place Cannot Be Changed,1600,4781,binary search
780,A,Andryusha and Socks,800,9924,implementation
779,C,Dishonest Sellers,1200,8203,"constructive algorithms, greedy, sortings"
779,B,Weird Rounding,1100,7675,"brute force, greedy"
779,A,Pupils Redistribution,1000,7367,"constructive algorithms, math"
778,E,Selling Numbers,3000,179,"dp, sortings"
778,D,Parquet Re-laying,2700,302,constructive algorithms
778,C,Peterson Polyglot,2500,621,"brute force, dfs and similar, dsu, hashing, strings, trees"
778,B,Bitwise Formula,1800,1783,"bitmasks, brute force, dfs and similar, expression parsing, implementation"
778,A,String Game,1700,6706,"binary search, greedy, strings"
777,E,Hanoi Factory,2000,2358,"brute force, data structures, dp, greedy, sortings"
777,D,Cloud of Hashtags,1800,3611,"binary search, greedy, implementation, strings"
777,C,Alyona and Spreadsheet,1600,4705,"binary search, data structures, dp, greedy, implementation, two pointers"
777,B,Game of Credit Cards,1300,6926,"data structures, dp, greedy, sortings"
777,A,Shell Game,1000,7552,"constructive algorithms, implementation, math"
776,G,Sherlock and the Encrypted Data,2900,210,"bitmasks, combinatorics, dp"
776,F,Sherlock's bet to Moriarty,2800,253,"constructive algorithms, data structures, divide and conquer, geometry, graphs, implementation, trees"
776,E,The Holmes Children,2100,1452,"math, number theory"
776,D,The Door Problem,2000,2711,"2-sat, dfs and similar, dsu, graphs"
776,C,Molly's Chemicals,1800,4062,"binary search, brute force, data structures, implementation, math"
776,B,Sherlock and his girlfriend,1200,8703,"constructive algorithms, number theory"
776,A,A Serial Killer,900,8297,"brute force, implementation, strings"
775,A,University Schedule,2900,0,*special
774,L,Bars,2000,174,"*special, binary search"
774,K,Stepan and Vowels,1600,1026,"*special, implementation, strings"
774,J,Stepan's Series,2000,256,"*special, dp"
774,I,Composing Of String,2300,67,"*special, dp"
774,H,Repairing Of String,2200,148,"*special, constructive algorithms"
774,G,Perfectionist Arkadiy,2700,56,"*special, number theory"
774,F,Pens And Days Of Week,2700,54,"*special, binary search, number theory"
774,E,Big Number and Remainder,2300,138,"*special, math, number theory"
774,D,Lie or Truth,1500,1533,"*special, constructive algorithms, sortings"
774,C,Maximum Number,1200,2395,"*special, constructive algorithms, greedy, implementation"
774,B,Significant Cups,2100,165,"*special, binary search, data structures, two pointers"
774,A,Amusement Park,2100,250,"*special, ternary search"
773,F,Test Data Generation,3400,75,"combinatorics, divide and conquer, dp, fft, math, number theory"
773,E,Blog Post Rating,3000,145,"data structures, sortings"
773,D,Perishable Roads,2700,347,"dp, graphs, shortest paths"
773,C,Prairie Partition,2200,747,"binary search, constructive algorithms, greedy, math"
773,B,Dynamic Problem Scoring,2000,997,"brute force, greedy"
773,A,Success Rate,1700,3324,"binary search, math"
772,E,Verifying Kingdom,3200,69,"binary search, divide and conquer, interactive, trees"
772,D,Varying Kibibits,2700,329,"bitmasks, dp"
772,C,Vulnerable Kerbals,2300,893,"constructive algorithms, dp, graphs, math, number theory"
772,B,Volatile Kite,1800,2513,geometry
772,A,Voltage Keepsake,1800,3417,"binary search, math"
771,F,Bear and Isomorphic Points,3300,53,"geometry, two pointers"
771,E,Bear and Rectangle Strips,3000,195,"dp, greedy"
771,D,Bear and Company,2500,760,dp
771,C,Bear and Tree Jumps,2100,1934,"dfs and similar, dp, trees"
771,B,Bear and Different Names,1500,5561,"constructive algorithms, greedy"
771,A,Bear and Friendship Condition,1500,7924,"dfs and similar, dsu, graphs"
770,D,Draw Brackets!,1400,1449,"*special, implementation"
770,C,Online Courses In BSU,1500,1786,"*special, dfs and similar, graphs, implementation"
770,B,Maximize Sum of Digits,1300,2038,"*special, implementation, math"
770,A,New Password,800,7501,"*special, implementation"
769,D,k-Interesting Pairs Of Integers,1700,1662,"*special, bitmasks, brute force, meet-in-the-middle"
769,C,Cycle In Maze,1700,1208,"*special, dfs and similar, graphs, greedy, shortest paths"
769,B,News About Credit,1200,2741,"*special, greedy, two pointers"
769,A,Year of University Entrance,800,3792,"*special, implementation, sortings"
768,G,The Winds of Winter,3300,161,"binary search, data structures"
768,F,Barrels and boxes,2300,710,"brute force, combinatorics, math, number theory, probabilities"
768,E,Game of Stones,2100,1781,"bitmasks, dp, games"
768,D,Jon and Orbs,2200,1552,"dp, math, probabilities"
768,C,Jon Snow and his Favourite Number,1800,3015,"brute force, dp, implementation, sortings"
768,B,Code For 1,1600,4096,"constructive algorithms, dfs and similar, divide and conquer"
768,A,Oath of the Night's Watch,900,12191,"constructive algorithms, sortings"
767,E,Change-free,2400,630,greedy
767,D,Cartons of milk,2100,1587,"binary search, data structures, greedy, sortings, two pointers"
767,C,Garland,2000,2587,"dfs and similar, graphs, greedy, trees"
767,B,The Queue,2100,1853,"brute force, greedy"
767,A,Snacktower,1100,9028,"data structures, implementation"
766,E,Mahmoud and a xor trip,2100,1619,"bitmasks, constructive algorithms, data structures, dfs and similar, dp, math, trees"
766,D,Mahmoud and a Dictionary,2000,2106,"data structures, dfs and similar, dp, dsu, graphs"
766,C,Mahmoud and a Message,1700,3403,"brute force, dp, greedy, strings"
766,B,Mahmoud and a Triangle,1000,14442,"constructive algorithms, geometry, greedy, math, number theory, sortings"
766,A,Mahmoud and Longest Uncommon Subsequence,1000,13614,"constructive algorithms, strings"
765,G,"Math, math everywhere",3200,30,"brute force, dp, math, meet-in-the-middle, number theory"
765,F,Souvenirs,3100,548,data structures
765,E,Tree Folding,2200,1026,"dfs and similar, dp, greedy, implementation, trees"
765,D,Artsem and Saunders,1700,2105,"constructive algorithms, dsu, math"
765,C,Table Tennis Game 2,1200,5380,math
765,B,Code obfuscation,1100,5615,"greedy, implementation, strings"
765,A,Neverending competitions,900,6576,"implementation, math"
764,B,Timofey and cubes,900,8548,"constructive algorithms, implementation"
764,A,Taymyr is calling you,800,11886,"brute force, implementation, math"
763,E,Timofey and our friends animals,2900,266,"data structures, divide and conquer, dsu"
763,D,Timofey and a flat tree,2900,251,"data structures, graphs, hashing, shortest paths, trees"
763,C,Timofey and remoduling,2600,540,"brute force, implementation, math, number theory"
763,B,Timofey and rectangles,2100,2088,"constructive algorithms, geometry"
763,A,Timofey and a tree,1600,6579,"dfs and similar, dp, dsu, graphs, implementation, trees"
762,F,Tree nesting,2800,125,"combinatorics, graphs, trees"
762,E,Radio stations,2200,683,"binary search, data structures"
762,D,Maximum path,2300,772,"dp, greedy, implementation"
762,C,Two strings,2100,1612,"binary search, hashing, strings, two pointers"
762,B,USB vs. PS/2,1400,4462,"greedy, implementation, sortings, two pointers"
762,A,k-th divisor,1400,8798,"math, number theory"
761,F,Dasha and Photos,2600,273,"brute force, data structures, dp, implementation"
761,E,Dasha and Puzzle,2000,1421,"constructive algorithms, dfs and similar, graphs, greedy, trees"
761,D,Dasha and Very Difficult Problem,1700,2980,"binary search, brute force, constructive algorithms, greedy, sortings"
761,C,Dasha and Password,1500,4365,"brute force, dp, implementation"
761,B,Dasha and friends,1300,5633,"brute force, implementation, math"
761,A,Dasha and Stairs,1000,10772,"brute force, constructive algorithms, implementation, math"
760,B,Frodo and pillows,1500,3684,"binary search, greedy"
760,A,Petr and a calendar,800,6198,"implementation, math"
758,F,Geometrical Progression,2400,437,"brute force, math, number theory"
758,E,Broken Tree,2600,299,"dfs and similar, dp, graphs, greedy, trees"
758,D,Ability To Convert,2000,2209,"constructive algorithms, dp, greedy, math, strings"
758,C,Unfair Poll,1700,3157,"binary search, constructive algorithms, implementation, math"
758,B,Blown Garland,1100,7690,"brute force, implementation, number theory"
758,A,Holiday Of Equality,800,24055,"implementation, math"
757,G,Can Bash Save the Day?,3400,153,"data structures, divide and conquer, graphs, trees"
757,F,Team Rocket Rises Again,2800,519,"data structures, graphs, shortest paths"
757,E,Bash Plays with Functions,2500,749,"brute force, combinatorics, dp, number theory"
757,D,Felicity's Big Secret Revealed,2200,1011,"bitmasks, dp"
757,C,Felicity is Coming!,1900,2011,"data structures, hashing, sortings, strings"
757,B,Bash's Big Day,1400,6187,"greedy, math, number theory"
757,A,Gotta Catch Em' All!,1000,8671,implementation
756,F,Long number,3400,53,"expression parsing, math, number theory"
756,E,Byteland coins,3200,81,"combinatorics, dp, math"
756,D,Bacterial Melee,2400,625,"brute force, combinatorics, dp, string suffix structures"
756,C,Nikita and stack,2200,962,data structures
756,B,Travel Card,1600,2317,"binary search, dp"
756,A,Pavel and barbecue,1700,2586,"constructive algorithms, dfs and similar"
755,G,PolandBall and Many Other Balls,3200,298,"combinatorics, divide and conquer, dp, fft, math, number theory"
755,F,PolandBall and Gifts,2600,654,"bitmasks, dp, greedy"
755,E,PolandBall and White-Red graph,2400,608,"constructive algorithms, graphs, shortest paths"
755,D,PolandBall and Polygon,2000,2105,data structures
755,C,PolandBall and Forest,1300,6247,"dfs and similar, dsu, graphs, interactive, trees"
755,B,PolandBall and Game,1100,6720,"binary search, data structures, games, greedy, sortings, strings"
755,A,PolandBall and Hypothesis,800,10329,"brute force, graphs, math, number theory"
754,E,Dasha and cyclic table,2600,294,"bitmasks, brute force, fft, strings, trees"
754,D,Fedor and coupons,2100,1697,"binary search, data structures, greedy, sortings"
754,C,Vladik and chat,2200,761,"brute force, constructive algorithms, dp, implementation, strings"
754,B,Ilya and tic-tac-toe game,1100,5947,"brute force, implementation"
754,A,Lesha and array splitting,1200,5986,"constructive algorithms, greedy, implementation"
753,C,Interactive Bulls and Cows (Hard),2500,204,"brute force, constructive algorithms, interactive"
753,B,Interactive Bulls and Cows (Easy),1600,929,"brute force, constructive algorithms, implementation"
753,A,Santa Claus and Candies,1000,4664,"dp, greedy, math"
750,H,New Year and Snowy Grid,3500,62,"dfs and similar, dsu, graphs, interactive"
750,G,New Year and Binary Tree Paths,3200,190,"bitmasks, brute force, combinatorics, dp"
750,F,New Year and Finding Roots,2800,303,"constructive algorithms, implementation, interactive, trees"
750,E,New Year and Old Subsequence,2600,840,"data structures, divide and conquer, dp, matrices"
750,D,New Year and Fireworks,1900,2749,"brute force, data structures, dfs and similar, dp, implementation"
750,C,New Year and Rating,1600,5302,"binary search, greedy, math"
750,B,New Year and North Pole,1300,7786,"geometry, implementation"
750,A,New Year and Hurry,800,24834,"binary search, brute force, implementation, math"
749,E,Inversions After Shuffle,2400,575,"data structures, probabilities"
749,D,Leaving Auction,2000,1974,"binary search, data structures"
749,C,Voting,1500,4829,"greedy, implementation, two pointers"
749,B,Parallelogram is Back,1200,6540,"brute force, constructive algorithms, geometry"
749,A,Bachgold Problem,800,21526,"greedy, implementation, math, number theory"
748,F,Santa Clauses and a Soccer Championship,2300,423,"constructive algorithms, dfs and similar, graphs, trees"
748,E,Santa Claus and Tangerines,2100,1194,"binary search, data structures, greedy, two pointers"
748,D,Santa Claus and a Palindrome,2100,1364,"constructive algorithms, data structures, greedy"
748,C,Santa Claus and Robot,1400,3882,"constructive algorithms, math"
748,B,Santa Claus and Keyboard Check,1500,4361,"implementation, strings"
748,A,Santa Claus and a Place in a Class,800,6814,"implementation, math"
747,F,Igor and Interesting Numbers,2500,299,"brute force, combinatorics, dp, math"
747,E,Comments,1700,1584,"dfs and similar, expression parsing, implementation, strings"
747,D,Winter Is Coming,1800,2164,"dp, greedy, sortings"
747,C,Servers,1300,3486,implementation
747,B,Mammoth's Genome Decoding,900,5879,"implementation, strings"
747,A,Display Size,800,6864,"brute force, math"
746,G,New Roads,2100,915,"constructive algorithms, graphs, trees"
746,F,Music in Car,2200,459,"data structures, greedy, two pointers"
746,E,Numbers Exchange,1900,1372,"greedy, implementation, math"
746,D,Green and Black Tea,1500,3744,"constructive algorithms, greedy, math"
746,C,Tram,1600,3068,"constructive algorithms, implementation, math"
746,B,Decoding,900,12092,"implementation, strings"
746,A,Compote,800,12698,"implementation, math"
745,B,Hongcow Solves A Puzzle,1400,3199,implementation
745,A,Hongcow Learns the Cyclic Shift,900,7664,"implementation, strings"
744,E,Hongcow Masters the Cyclic Shift,3200,70,"strings, two pointers"
744,D,Hongcow Draws a Circle,3200,82,geometry
744,C,Hongcow Buys a Deck of Cards,2400,678,"bitmasks, brute force, dp"
744,B,Hongcow's Game,1900,1359,"bitmasks, divide and conquer, interactive"
744,A,Hongcow Builds A Nation,1500,5233,"dfs and similar, graphs"
743,E,Vladik and cards,2200,1028,"binary search, bitmasks, brute force, dp"
743,D,Chloe and pleasant prizes,1800,3088,"dfs and similar, dp, graphs, trees"
743,C,Vladik and fractions,1500,7116,"brute force, constructive algorithms, math, number theory"
743,B,Chloe and the sequence ,1200,8825,"binary search, bitmasks, constructive algorithms, implementation"
743,A,Vladik and flights,1200,8321,"constructive algorithms, greedy, implementation"
742,B,Arpa’s obvious problem and Mehrdad’s terrible solution,1500,6698,"brute force, math, number theory"
742,A,Arpa’s hard exam and Mehrdad’s naive cheat,1000,16723,"implementation, math, number theory"
741,E,Arpa’s abnormal DNA and Mehrdad’s deep interest,3400,96,"data structures, string suffix structures"
741,D,Arpa’s letter-marked tree and Mehrdad’s Dokhtar-kosh paths,2900,863,"data structures, dfs and similar, trees"
741,C,Arpa’s overnight party and Mehrdad’s silent entering,2600,1312,"constructive algorithms, dfs and similar, graphs"
741,B,Arpa's weak amphitheater and Mehrdad's valuable Hoses,1600,3831,"dfs and similar, dp, dsu"
741,A,Arpa's loud Owf and Mehrdad's evil plan,1600,4633,"dfs and similar, math"
740,B,Alyona and flowers,1200,5854,constructive algorithms
740,A,Alyona and copybooks,1300,6830,"brute force, implementation"
739,E,Gosha is hunting,3000,733,"brute force, data structures, dp, flows, math, probabilities, sortings"
739,D,Recover a functional graph,3400,93,graph matchings
739,C,Alyona and towers,2500,764,data structures
739,B,Alyona and a tree,1900,3049,"binary search, data structures, dfs and similar, graphs, trees"
739,A,Alyona and mex,1700,5187,"constructive algorithms, greedy"
737,F,Dirty plates,3300,38,"constructive algorithms, math"
737,E,Tanya is 5!,3300,46,"graph matchings, graphs, greedy, schedules"
736,E,Chess Championship,2900,134,"constructive algorithms, flows, greedy, math"
736,D,Permutations,2800,276,"math, matrices"
735,E,Ostap and Tree,2500,515,"dp, trees"
735,D,Taxes,1600,7544,"math, number theory"
735,C,Tennis Championship,1600,5520,"combinatorics, constructive algorithms, greedy, math"
735,B,Urbanization,1100,6435,"greedy, number theory, sortings"
735,A,Ostap and Grasshopper,800,8948,"implementation, strings"
734,F,Anton and School,2500,825,"bitmasks, constructive algorithms, implementation, math"
734,E,Anton and Tree,2100,1964,"dfs and similar, dp, trees"
734,D,Anton and Chess,1700,3209,implementation
734,C,Anton and Making Potions,1600,4241,"binary search, dp, greedy, two pointers"
734,B,Anton and Digits,800,17801,"brute force, greedy, implementation, math"
734,A,Anton and Danik,800,40724,"implementation, strings"
733,F,Drivers Dissatisfaction,2200,737,"data structures, dsu, graphs, trees"
733,E,Sleep in Class,2400,517,"constructive algorithms, data structures, math, two pointers"
733,D,Kostya the Sculptor,1600,3493,"data structures, hashing"
733,C,Epidemic in Monstropolis,1800,2726,"constructive algorithms, dp, greedy, two pointers"
733,B,Parade,1100,8868,math
733,A,Grasshopper And the String,1000,12430,implementation
732,F,Tourist Reform,2300,1009,"dfs and similar, graphs"
732,E,Sockets,2100,1387,"greedy, sortings"
732,D,Exams,1700,4091,"binary search, greedy, sortings"
732,C,Sanatorium,1200,7281,"binary search, constructive algorithms, greedy, implementation, math"
732,B,Cormen --- The Best Friend Of a Man,1000,15350,"dp, greedy"
732,A,Buy a Shovel,800,24547,"brute force, constructive algorithms, implementation, math"
731,F,Video Cards,1900,2184,"brute force, data structures, implementation, math, number theory"
731,E,Funny Game,2200,966,"dp, games"
731,D,80-th Level Archeology,2200,896,"brute force, data structures, greedy, sortings"
731,C,Socks,1600,4637,"dfs and similar, dsu, graphs, greedy"
731,B,Coupons and Discounts,1100,6219,"constructive algorithms, greedy"
731,A,Night at the Museum,800,17971,"implementation, strings"
730,L,Expression Queries,3200,41,
730,K,Roads Orientation Problem,3200,59,graphs
730,J,Bottles,1900,1633,dp
730,I,Olympiad in Programming and Sports,2000,961,"dp, flows, graphs, greedy"
730,H,Delete Them,1300,2314,"constructive algorithms, implementation"
730,G,Car Repair Shop,1600,1750,implementation
730,F,Ber Patio,3100,58,
730,E,Award Ceremony,2200,563,"greedy, implementation"
730,D,Running Over The Bridges,2200,531,"greedy, implementation, math"
730,C,Bulmart,2100,824,"binary search, dfs and similar"
730,B,Minimum and Maximum,1800,1749,"constructive algorithms, interactive"
730,A,Toda 2,1800,1270,"greedy, implementation"
729,F,Financiers Game,2500,622,dp
729,E,Subordinates,1900,1640,"constructive algorithms, data structures, graphs, greedy, sortings"
729,D,Sea Battle,1700,2660,"constructive algorithms, greedy, math"
729,C,Road to Cinema,1700,2991,"binary search, greedy, sortings"
729,B,Spotlights,1200,5046,"dp, implementation"
729,A,Interview with Oleg,900,5523,"implementation, strings"
727,F,Polycarp's problems,2300,437,"binary search, dp, greedy"
727,E,Games on a CD,2300,477,"data structures, hashing, string suffix structures, strings"
727,D,T-shirts Distribution,1800,1316,"constructive algorithms, flows, greedy"
727,C,Guess the Array,1400,3145,"constructive algorithms, interactive, math"
727,B,Bill Total Value,1600,1584,"expression parsing, implementation, strings"
727,A,Transformation: from A to B,1000,6274,"brute force, dfs and similar, math"
725,G,Messages on a Tree,3300,74,
725,F,Family Photos,2900,228,"games, greedy"
725,E,Too Much Money,2600,501,"brute force, greedy"
725,D,Contest Balloons,1800,2104,"data structures, greedy"
725,C,Hidden Word,1600,2255,"brute force, constructive algorithms, implementation, strings"
725,B,Food on the Plane,1200,4372,"implementation, math"
725,A,Jumping Ball,1000,5501,implementation
724,G,Xor-matic Number of the Graph,2600,515,"bitmasks, graphs, math, number theory, trees"
724,F,Uniformly Branched Trees,2700,178,"combinatorics, dp, trees"
724,E,Goods transportation,2900,643,"dp, flows, greedy"
724,D,Dense Subsequence,1900,1896,"data structures, greedy, strings"
724,C,Ray Tracing,1800,1715,"greedy, hashing, implementation, math, number theory, sortings"
724,B,Batch Sort,1500,3376,"brute force, greedy, implementation, math"
724,A,Checking the Calendar,1000,5602,implementation
723,F,st-Spanning Tree,2300,1045,"dsu, graphs, greedy, implementation"
723,E,One-Way Reform,2200,1250,"constructive algorithms, dfs and similar, flows, graphs, greedy"
723,D,Lakes in Berland,1600,4891,"dfs and similar, dsu, graphs, greedy, implementation"
723,C,Polycarp at the Radio,1600,3845,greedy
723,B,Text Document Analysis,1100,7869,"expression parsing, implementation, strings"
723,A,The New Year: Meeting Friends,800,23812,"implementation, math, sortings"
722,F,Cyclic Cipher,2800,280,"chinese remainder theorem, data structures, implementation, number theory, two pointers"
722,E,Research Rover,2900,428,"combinatorics, dp"
722,D,Generating Sets,1900,2517,"binary search, data structures, dfs and similar, greedy, strings, trees"
722,C,Destroying Array,1600,4971,"data structures, dsu"
722,B,Verse Pattern,1200,5339,"implementation, strings"
722,A,Broken Clock,1300,5381,"brute force, implementation"
721,E,Road to Home,2700,240,"binary search, dp"
721,D,Maxim and Array,2000,1841,"constructive algorithms, data structures, greedy, math"
721,C,Journey,1800,3552,"dp, graphs"
721,B,Passwords,1100,9135,"implementation, math, sortings, strings"
721,A,One-dimensional Japanese Crossword,800,14049,implementation
720,F,Array Covering,3100,48,data structures
720,E,Cipher,3100,30,implementation
720,D,Slalom,3100,82,"data structures, dp, sortings"
720,C,Homework,3100,47,constructive algorithms
720,B,Cactusophobia,2400,201,"dfs and similar, flows"
720,A,Closing ceremony,2000,534,greedy
719,B,Anatoly and Cockroaches,1400,6395,greedy
719,A,Vitya in the Countryside,1100,11926,implementation
718,E,Matvey's Birthday,3300,152,"bitmasks, graphs"
718,D,Andrew and Chemistry,2900,239,"dp, hashing, trees"
718,C,Sasha and Array,2300,1686,"data structures, math, matrices"
718,A,Efim and Strange Grade,1700,3738,"dp, implementation, math"
717,I,Cowboy Beblop at his computer,2800,179,geometry
717,H,Pokermon League challenge,2400,331,"math, probabilities"
717,G,Underfail,2400,432,flows
717,F,Heroes of Making Magic III,2600,209,data structures
717,E,"Paint it really, really dark gray",1900,1042,dfs and similar
717,D,Dexterina’s Lab,1900,976,"games, matrices, probabilities"
717,C,Potions Homework,1200,2656,"implementation, sortings"
717,B,R3D3’s Summer Adventure,2700,79,"dp, greedy"
717,A,Festival Organization,2900,152,"math, number theory"
716,B,Complete the Word,1300,7908,"greedy, two pointers"
716,A,Crazy Computer,800,15363,implementation
715,E,Complete the Permutations,3400,146,"combinatorics, fft, graphs, math"
715,D,Create a Maze,3100,135,constructive algorithms
715,C,Digit Tree,2700,973,"dfs and similar, divide and conquer, dsu, trees"
715,B,Complete The Graph,2300,1616,"binary search, constructive algorithms, graphs, shortest paths"
715,A,Plus and Square Root,1600,4783,"constructive algorithms, math"
714,B,Filya and Homework,1200,8408,"implementation, sortings"
714,A,Meeting of Old Friends,1100,8341,"implementation, math"
713,E,Sonya Partymaker,3300,109,"binary search, dp"
713,D,Animals and Puzzle,2700,616,"binary search, data structures"
713,C,Sonya and Problem Wihtout a Legend,2300,1678,"dp, sortings"
713,B,Searching Rectangles,2200,1177,"binary search, constructive algorithms, interactive"
713,A,Sonya and Queries,1400,6455,"data structures, implementation"
712,E,Memory and Casinos,2500,406,"data structures, math, probabilities"
712,D,Memory and Scores,2200,1200,"combinatorics, dp, math"
712,C,Memory and De-Evolution,1600,4565,"greedy, math"
712,B,Memory and Trident,1100,7085,"implementation, strings"
712,A,Memory and Crow,800,9050,"implementation, math"
711,E,ZS and The Birthday Paradox,2300,1031,"math, number theory, probabilities"
711,D,Directed Roads,1900,3059,"combinatorics, dfs and similar, graphs, math"
711,C,Coloring Trees,1700,5059,dp
711,B,Chris and Magic Square,1400,6869,"constructive algorithms, implementation"
711,A,Bus to Udayland,800,20018,"brute force, implementation"
710,F,String Set Queries,2400,586,"brute force, data structures, hashing, string suffix structures, strings"
710,E,Generate a String,2000,2984,"dfs and similar, dp"
710,D,Two Arithmetic Progressions,2500,557,"math, number theory"
710,C,Magic Odd Square,1500,3710,"constructive algorithms, math"
710,B,Optimal Point on a Line,1400,5904,"brute force, sortings"
710,A,King Moves,800,9285,implementation
709,B,Checkpoints,1500,3946,"greedy, implementation, sortings"
709,A,Juicer,900,12239,implementation
708,E,Student's Camp,3100,283,"dp, math"
708,D,Incorrect Flow,2900,348,flows
708,C,Centroids,2300,1224,"data structures, dfs and similar, dp, graphs, greedy, trees"
708,B,Recover the String,1900,2571,"constructive algorithms, greedy, implementation, math"
708,A,Letters Cyclic Shift,1200,6829,"constructive algorithms, greedy, implementation, strings"
707,E,Garlands,2400,671,data structures
707,D,Persistent Bookcase ,2200,1797,"bitmasks, data structures, dfs and similar, implementation"
707,C,Pythagorean Triples,1500,7874,"math, number theory"
707,B,Bakery,1300,9219,graphs
707,A,Brain's Photos,800,20873,implementation
706,E,Working routine,2500,777,"data structures, implementation"
706,D,Vasiliy's Multiset,1800,4705,"binary search, bitmasks, data structures, trees"
706,C,Hard problem,1600,9022,"dp, strings"
706,B,Interesting drink,1100,20676,"binary search, dp, implementation"
706,A,Beru-taxi,900,10733,"brute force, geometry, implementation"
705,B,Spider Man,1100,6987,"games, math"
705,A,Hulk,800,37627,implementation
704,E,Iron Man,3300,137,"data structures, geometry, trees"
704,D,Captain America,3100,316,"flows, greedy"
704,C,Black Widow,2900,281,"dp, graphs, implementation, math"
704,B,Ant Man,2500,887,"dp, graphs, greedy"
